_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997d89b5e602eb00730ce,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved as a joint initiative partner in the Agricultural Innovation Mission for Climate (AIM4C).,Farmers,United Arab Emirates,Producers,Research And Regulatory,Producers 008,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730cf,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved as a joint initiative partner in the Agricultural Innovation Mission for Climate (AIM4C).,Farmers,United Arab Emirates,Producers,Research And Regulatory,Producers 008,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d0,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved as a joint initiative partner in the Agricultural Innovation Mission for Climate (AIM4C).,Farmers,United Arab Emirates,Producers,Research And Regulatory,Producers 008,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d1,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through partnerships in climate resilience initiatives.,Farmers,Sustainable Food Systems Ireland,Producers,International Organisation,Producers 008,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d2,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through partnerships in climate resilience initiatives.,Farmers,Sustainable Food Systems Ireland,Producers,International Organisation,Producers 008,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d3,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through partnerships in climate resilience initiatives.,Farmers,Sustainable Food Systems Ireland,Producers,International Organisation,Producers 008,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d4,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions.,Farmers,New Zealand’S Ministry For Primary Industries,Producers,International Organisation,Producers 008,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d5,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions.,Farmers,New Zealand’S Ministry For Primary Industries,Producers,International Organisation,Producers 008,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d6,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions.,Farmers,New Zealand’S Ministry For Primary Industries,Producers,International Organisation,Producers 008,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d7,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Farmers,Teagasc The Agriculture And Food Development Authority,Producers,Research And Regulatory,Producers 008,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d8,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Farmers,Teagasc The Agriculture And Food Development Authority,Producers,Research And Regulatory,Producers 008,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730d9,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Farmers,Teagasc The Agriculture And Food Development Authority,Producers,Research And Regulatory,Producers 008,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730da,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Farmers,University College Cork,Producers,International Organisation,Producers 008,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730db,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Farmers,University College Cork,Producers,International Organisation,Producers 008,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730dc,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Farmers,University College Cork,Producers,International Organisation,Producers 008,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730dd,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Farmers,University College Dublin,Producers,Semi-State Agency,Producers 008,Research and Regulatory 092,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730de,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Farmers,University College Dublin,Producers,Semi-State Agency,Producers 008,Research and Regulatory 092,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730df,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Farmers,University College Dublin,Producers,Semi-State Agency,Producers 008,Research and Regulatory 092,2025-06-11T15:51:04.974Z
